Ticker Profit_Weekly Profit_General Weeks_Simulated
UHS 321.65728759765625 132.4523468017578 25
CSGP -171.68997955322266 -200.27001190185547 25
CTAS 1366.9993896484375 502.68975830078125 25
TER 583.7438201904297 321.1586608886719 25
AMZN 398.33992004394486 67.199951171875 25
GIS 28.721569061279297 4.180149078369148 25
AVAX-USD -84.59993743896484 25.398908615112305 25
NDSN -528.2847290039062 -436.7439270019531 25
FOXA 50.16304016113281 72.69076919555675 25
RJF 48.18792724609375 65.94918823242188 25
FI 157.300048828125 65.79005432128906 25
ORCL 283.1908035278318 236.80300140380857 25
JKHY -60.304473876953125 51.91697692871094 25
DTE 71.89165496826149 155.6147079467769 25
MNST -115.38000869750977 -57.86001205444336 25
EVRG 36.15551376342785 61.1458549499514 25
APD 668.8443603515607 825.7601928710919 25
DOV 217.02288818359375 318.89805603027344 25
FMC -41.635723114013786 34.6811637878418 25
ACGL 335.70002746581986 126.38999176025379 25
ANSS -392.219970703125 -672.0798950195312 25
PNW 28.743507385253906 161.6270523071289 25
HPQ 120.65170860290527 -11.56110572814941 25
EXR -102.93984985351562 137.52008056640625 25
RL 346.5209350585933 94.22686767578122 25
XEL -57.76771926879894 -43.131717681884766 25
QRVO -92.52997589111305 21.970008850097884 25
CTSH -40.76660919189453 15.861686706542969 25
PWR 735.493865966796 1156.4854431152335 25
DPZ 1337.4433288574219 302.44525146484386 25
CMS 67.2390022277832 76.90680313110352 25
MMC 270.6229858398442 85.04069519042991 25
IDXX -416.65005493164017 -594.4897766113263 25
STLD -39.43562316894531 142.44100189208984 25
NVR 4321.5986328125 7026.3681640625 25
APA -67.17340469360352 -104.48300170898438 25
TSN 12.46310806274414 16.916919708251953 25
VRSK 636.7923126220703 706.8362274169922 25
GEN -9.389118194580085 26.67941284179686 25
HRL 17.993991851806648 52.36985397338868 25
HUM -1267.6935119628924 -1288.4935607910174 25
BEN -40.53853416442871 -132.51991844177246 25
PTC -34.56999206542969 92.27003479003906 25
IVZ -33.63476085662842 -43.24113178253174 25
INTU -1061.7357788085938 -54.28594970703125 25
AWK -66.56471252441384 58.526367187500455 25
AJG 411.7346038818364 119.05827331543011 25
NFLX 2866.7496032714844 1854.9299621582022 25
COP -61.42411804199219 -2.72283935546875 25
ARE -216.191886901855 -289.3792343139644 25
CB 597.4786682128911 248.27465820312545 25
LINK-USD -5.331139564514189 26.83830738067624 25
ALB -331.1843032836915 -548.6861648559575 25
TDG 4074.7604370117188 2288.0303344726562 25
VTRS -8.853415489196777 12.912959098815932 25
PFG -23.534515380859375 -49.736083984375 25
DFS 79.56063079833962 81.41043853759766 25
MAR 75.49581909179688 227.77447509765665 25
HES 13.842864990234375 62.7105712890625 25
TSLA -739.7497863769531 -917.2297668457031 25
TDY -525.2000427246094 -732.1399841308594 25
NUE -100.09062194824219 -5.8074493408203125 25
FAST -0.03057861328125 40.69357681274414 25
BA -712.4400787353516 -870.6000518798828 25
EQIX -847.268310546875 180.76611328125 25
CI 322.86907958984375 256.3942565917969 25
SRE 35.19786071777344 -20.91667938232422 25
BSX 292.0500030517578 80.38997650146484 25
JCI 191.4212989807129 49.490665435791016 25
GL -831.4634094238281 -428.07669067382835 25
RHI -259.77067947387695 -432.1632499694824 25
AXP 316.479248046875 122.22430419921875 25
CPT 218.0529403686528 260.6456375122075 25
OMC 39.531471252441406 27.123519897460923 25
TEL 78.33404541015625 126.17724609375 25
LYV -98.59999084472656 31.160003662109375 25
CDW 95.69941711425838 232.27844238281295 25
V 183.32351684570312 161.86386108398432 25
NDAQ 9.72940444946289 47.171749114990234 25
COF 62.16105651855469 98.99923706054688 25
FCX 38.6593132019043 159.5225715637207 25
STZ 129.59864807128906 176.25236511230514 25
TROW 90.47618103027344 118.84663391113281 25
AMP 396.8264465332031 538.7383728027344 25
JPM 258.33915710449264 209.81936645507815 25
CNC 5.250007629394531 43.29998779296875 25
CTVA 52.83189010620118 108.36985397338867 25
RVTY 15.939445495605355 -4.393684387207259 25
EOG -15.190109252929688 51.341278076171875 25
GWW 755.7564697265625 1883.6076049804688 25
ANET 777.3598022460938 476.9800109863282 25
CCL -10.410004615783691 -12.490002632141113 25
ESS 307.2694549560547 673.3556365966797 25
MHK 136.60000610351557 41.33000183105467 25
ADSK -283.9400634765625 101.79995727539062 25
MOH -954.3300170898438 27.749908447265625 25
GD 259.33335876464844 218.93406677246088 25
XYL 143.51832580566406 33.29405975341797 25
GM 117.01472854614258 69.49553680419922 25
NEM -59.712045669555664 93.67574882507324 25
PH 857.5386352539062 1290.3011474609375 25
CBRE -65.17000579833984 -36.77002716064453 25
USB -27.293148040771484 -5.248043060302734 25
HSIC -89.79997253417969 -81.53994750976562 25
HUBB 374.2265930175781 609.7702941894531 25
SPG 179.1578369140625 254.04928588867188 25
MLM 251.30618286132812 1026.3565979003897 25
BKR -17.58140754699707 -5.386312484741211 25
CTRA 44.1458740234375 44.86563491821289 25
RSG 248.08657836914085 131.81109619140622 25
PCAR 88.58391571044922 224.13459014892578 25
EXPE -287.39000701904297 -367.06998443603516 25
IP 108.15603256225586 262.80175399780273 25
TTWO 62.239898681640625 143.43988037109375 25
FITB -1.2317352294921875 -0.4442253112792969 25
ODFL -379.0027160644531 -74.44876098632812 25
NWSA 35.5905704498291 37.02076530456543 25
LNT 27.287666320800668 28.72685241699196 25
ROST 95.97845458984375 79.8804931640625 25
DOT-USD -18.66061782836914 0.9436054229736328 25
LOW 2.130264282225653 39.4026641845694 25
AXON 305.7601776123047 587.6101531982421 25
EW 117.95999908447266 35.52001953125 25
WRB 51.53034210205078 73.38337707519531 25
IRM 129.82574462890625 152.63308715820312 25
MTB 49.75439453125 1.2794342041015625 25
WELL 266.26353454589844 397.48321533203125 25
ALLE -75.00015258789051 -35.566818237304574 25
MPWR 2565.2271728515625 1614.3603515625 25
HON -4.97669982910179 -86.09513854980472 25
ROP 72.71749877929688 204.82711791992188 24
CRL -307.6200408935547 187.9500274658203 25
HSY 129.77958679199241 145.57011413574236 25
DXCM -47.100044250488054 106.78995513916038 25
FTV -69.9227294921875 99.64254760742188 25
VMC 66.23741149902435 496.37010192871134 25
BXP -159.43631744384766 -205.2529754638672 25
STE 69.2434692382817 151.8953247070317 25
EXC 15.8277587890625 34.16358184814453 25
DGX -17.761764526367188 223.34283447265625 25
DHI -111.86203002929688 -80.93658447265625 25
DD 89.00714874267578 121.28580474853516 25
IFF 65.53816986083984 -3.4263534545898438 25
SHIB-USD -2.0999999833293266e-05 0.00019799999972747173 25
TMO 505.31878662109375 191.49383544921875 25
MSCI -486.0664367675781 79.09597778320312 25
WTW 168.02197265624955 236.1828002929683 25
BRO 322.7153015136719 163.70364379882812 25
MKTX -910.5288085937505 -1339.9000854492197 25
DVN 10.935310363769531 77.59339141845703 25
TYL 860.6899719238281 1252.2099914550781 25
PKG 159.35250854492188 344.93896484375 25
OKE 42.5689697265625 -1.873504638671875 25
FANG 214.46621704101562 474.16168212890625 25
PG 258.2579345703125 194.774658203125 25
CMA -94.65021896362305 -124.28348159790039 25
ADP 187.78498840332122 106.81208801269577 25
ES -7.186210632324219 43.31580352783203 25
UDR 38.43981170654297 59.045806884765625 25
AON -6.647857666015625 36.994842529296875 25
KIM -31.8741455078125 -20.78314971923828 25
DRI -118.99781799316406 43.996856689453125 25
CSX -73.12868881225586 -41.94327163696289 25
ATO 27.48719024658203 -15.105461120605469 25
HWM 476.6678161621094 172.40165710449207 25
FDX 69.21772766113281 138.99769592285156 25
BTC-USD 310679.8671875 231746.296875 25
ETN 1147.565414428711 698.2823638916016 25
FE 27.332603454589844 8.552608489990234 25
VICI -37.970630645751896 -48.26908493041981 25
AME 93.75851440429688 136.17120361328125 25
ORLY 346.20068359375 1745.320068359375 25
CTLT 106.63003158569336 93.11000061035156 25
OTIS 33.716087341308594 44.70925140380858 25
EFX -390.45274353027344 -532.3912200927734 25
SYK 570.6345825195312 292.4076232910156 25
WY -84.48094558715809 -121.3850860595702 25
COR 281.08128356933594 198.6526336669922 25
GNRC 270.3298568725586 431.4298782348633 25
GOOG 680.7463073730469 426.9651794433594 25
IQV 40.740036010742216 136.54002380371097 25
BX -127.24375152587845 -211.50759124755814 25
AMD 5.720062255859375 419.6599578857422 25
MTCH -59.27003860473633 -8.270030975341797 25
RTX 167.18836212158214 44.52251434326172 25
A -89.24380493164062 -57.770965576171875 25
GE 818.7293395996094 521.7767333984375 25
FSLR 1245.0599365234375 2506.5199584960938 25
SOL-USD 357.89422607421875 435.1240692138672 25
VRTX 1733.1598815917969 1559.5398864746094 25
ADM 5.348503112792969 8.601211547851562 25
CINF 118.61064147949219 91.07057189941405 25
MTD 2053.0604248046875 492.710205078125 25
SO 123.71521759033203 214.43521881103516 25
HAS 69.85908889770508 37.28573226928711 25
IT -143.30990600585938 232.85003662109375 25
DAI-USD -0.004526555538177601 -0.004119455814361572 18
SPGI -107.40176391601562 77.76852416992188 25
BBY 212.9997100830078 356.4838104248047 25
MRNA 17.1899871826173 21.84998321533216 25
USDT-USD -0.003394007682800293 -0.0026102066040039062 25
PPG -206.8626251220703 -359.01487731933594 25
PPL 26.81659507751459 50.33478355407715 25
TRV 180.7476959228511 190.16748046875023 25
AES -9.800701141357408 38.482343673706026 25
SCHW 35.712520599365234 109.65488052368164 25
AVB 216.15887451171875 371.616455078125 25
LW -124.63484191894531 -70.35394287109375 25
CRM 66.93458557128912 186.2656402587893 25
PM 10.128143310546761 -9.231857299804801 25
CHRW -10.227218627929688 163.47547912597656 25
LH -356.15357971191406 -362.0085906982422 25
DG -218.2254180908203 -412.52813720703125 25
ABNB 88.42001342773438 215.46998596191406 25
WST -474.7738342285156 -1029.6443176269531 25
PNR 69.26011657714844 124.48222351074219 25
KDP 3.8269710540771484 42.601457595825195 25
CARR 93.19062042236328 144.99909210205078 25
USDC-USD -0.003257155418395996 -0.004593610763549805 25
AEP 95.0707778930664 50.3193359375 25
AIG 58.191436767578125 33.25025939941406 25
LIN 395.92266845703125 695.8508911132812 25
ABT -18.89762115478493 49.95682525634771 25
IEX -46.10594177246094 131.22988891601562 25
NXPI 1020.2377929687509 1323.1774291992188 25
VRSN -159.49000549316406 -183.34992980956986 25
LDOS 239.17505645751976 61.21551513671899 25
ALGN -577.6200103759766 438.42002868652344 25
L 37.38310241699219 52.88218688964844 25
NI 20.23736381530756 48.00686073303223 25
PAYC -1334.8441162109375 -1682.1377563476562 25
IPG -24.606653213500977 -46.04736518859863 25
TXN 524.2735290527344 638.709716796875 25
CBOE -16.609909057617188 -50.70991516113281 25
JBHT -670.2900238037109 -687.1658477783203 25
EMR 158.8369140625 236.3779754638672 25
HST -10.325948715209961 0.18610000610351207 25
KEY -10.084553718566951 8.475356101989718 25
FRT -19.571495056152344 -4.284233093261719 25
ETR 187.66275024414062 188.31251525878906 25
LKQ -53.44623565673828 8.42498779296875 25
PRU 66.45553588867165 13.644088745117159 25
BG 25.752265930175895 196.72733306884788 25
TT 1424.7657012939453 456.92286682128906 25
PODD -218.54006958007815 -30.369949340821222 25
WEC -9.943679809570312 -28.153717041015625 25
TXT 80.28235626220703 135.6123962402344 25
TECH 3.9435157775878906 97.90407943725586 25
BK 65.3239517211914 41.03448104858399 25
UBER 57.429908752441406 188.22994995117188 25
AAL -48.670000076293945 -34.30999946594238 25
CFG -13.62746810913086 -1.5223922729492116 25
RF -6.046276092529297 -17.362476348876953 25
HIG 131.32005310058594 69.74633789062499 25
ULTA 293.05001831054693 243.45986938476585 25
FIS 199.99004745483398 124.22148513793945 25
TAP -183.3998794555664 -32.67560577392578 25
CMI 375.99389648437545 74.7445678710942 25
SNPS 833.1893615722656 763.6698303222656 25
UPS -264.02923583984375 -421.9326477050781 25
PHM -2.61806488037098 23.448928833007812 25
FICO 1487.869384765625 906.64013671875 25
JNJ -145.0154571533203 -101.96434020996094 25
TPR 16.124366760253906 55.38488388061524 25
D 59.573104858398494 22.867099761962898 25
ITW -309.2006225585933 -577.4124450683585 25
